,PearsonR,PValue,Sample
0,0.10967802877392445,1.6832411967892403e-78,GM12878.stranded.ENCFF037DUE.ENCFF078ATR
0,0.15171368226302118,3.0251188010751237e-149,GM12878.stranded.ENCFF164VLA.ENCFF074SXQ
0,0.1510700603444632,5.5173765320834865e-148,GM12878.stranded.ENCFF182LTN.ENCFF546NVF
0,0.129039789749849,3.565093534338873e-108,GM12878.stranded.ENCFF985TNZ.ENCFF892WMR
