Sum,Sum,Sum,Sum
25.289640000000006,51.07226,45.85330000000001,49.62014
55965.948439999986,59831.07230000002,7822.100919999999,9871.880370000004
85317.91183000001,107808.9485,36544.13664999999,33648.15372000001
3977.2314800000004,4840.2454,107.2106,47.71100999999999
69380.23026,82356.2439,19755.291540000002,16564.330429999998
2486.00404,2071.3306,45.662100000000024,22.262139999999995
24.55072,4.9576,126.17296999999995,143.55497999999997
61.53639999999999,52.27195,191.3377700000001,206.61711000000003
62.07832000000002,73.98084999999999,181.80209999999997,225.94826999999998
37.38764000000001,32.22093999999999,36.19056,15.216499999999996
15.220450000000007,43.16480000000002,30.325300000000006,24.969580000000004
1.8729200000000004,0.0,21.732899999999994,52.394059999999996
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,21.702000000000005
306.2555999999999,71.71779999999997,973.9273,970.1875
4.9939800000000005,0.0,417.29409000000004,432.7683399999999
0.0,0.0,3.1057999999999995,7.776240000000006
0.0,0.0,0.0,0.0
0.0,0.0,33.62958,42.09790000000001
330.34727000000004,29.76834,13132.776,12494.408379999999
9.797960000000002,1.5226199999999999,67.18239000000003,151.35479999999998
4.50666,0.0,67.79139999999997,69.82713
0.40309,0.0,119.1201,82.76739999999998
0.0,0.0,11.772799999999997,0.0
9.0018,3.9307,49.549199999999985,58.55019999999999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0512699999999997,0.0,145.7276,151.80664000000002
6.6751000000000005,0.0,106.25325,80.02346999999999
17.584289999999996,11.802,421.63050000000015,315.55015999999966
0.8146199999999998,1.7001200000000003,939.5285000000001,760.5317
0.0,0.0,31.621460000000003,16.696570000000005
24.5934,6.4269,879.4552,710.3654000000004
10.77752,0.0,229.07800000000003,216.84686999999994
5.913270000000001,0.0,719.8323099999999,741.2634999999999
135.08406000000008,24.19921,339.6321000000001,285.1161199999998
35.657030000000006,4.4389,286.95566999999994,284.7505699999999
11.294319999999999,27.24103999999999,66.27820000000001,100.13502999999999
0.0,0.0,10.768840000000008,12.740520000000002
15.649800000000003,0.75553,242.3717,244.56998999999996
7.15639,4.722300000000001,8.769400000000003,29.98982
205.50909000000001,10.2102,6396.7599,5227.121340000001
135.18247000000002,114.41384000000002,1706.3769,1607.7132000000001
165.55141999999992,56.319299999999984,768.7746599999999,686.99457
1252.2898099999998,643.0942000000001,5444.655899999998,4844.590599999999
5.00137,0.0,41.80919999999999,16.3867
0.0,0.0,0.0,0.0
0.0,0.0,3.4968,0.0
0.5209600000000001,0.0,19.275700000000004,15.596750000000002
12.9223,0.0,1049.9292999999998,632.2206100000001
15.730340000000005,2.31374,1029.1977299999999,613.1662
196.82937999999984,64.2549,1435.831699999999,1035.2372599999999
197.45044999999996,64.2432,2112.956979999999,1650.307769999999
1.6297100000000002,0.0,31.234070000000003,10.577850000000002
1.6449300000000002,0.0,163.23657999999998,163.32952999999995
37.811679999999996,12.2988,178.30587000000003,165.37441999999996
8.434899999999999,0.0,245.64789999999996,235.55209999999997
6.12066,0.0,184.65750000000003,158.21138999999988
0.0,0.0,0.5353,0.9855199999999998
30.87257000000001,11.4673,97.82905000000005,71.57350000000002
15.22422,4.719999999999999,255.5822700000001,209.53221999999994
61.279660000000014,89.4223,62.951339999999966,76.52749
5.036279999999998,0.0,316.13419,196.4893999999999
114.79712999999997,73.295,356.50411999999955,405.21329000000003
115.26306999999997,73.3047,463.3922299999998,582.6374699999998
1.9917500000000004,0.0,8.557090000000004,0.0
0.0,0.0,1.356,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.6233899999999999,0.0,11.2581,1.0380800000000001
0.0,0.0,0.1378,0.0
0.7977199999999998,0.0,0.0,0.17112
3.3927200000000006,3.45874,0.1378,1.9057
23.733259999999994,18.437720000000002,1940.7971,2112.2863
0.0,0.0,89.1479,90.94700000000002
24.65023,0.0,173.92100000000002,131.32235000000003
15.337809999999996,0.0,107.02790000000002,82.28974
8.60902,0.0,95.89920000000002,75.27534999999999
349.57563000000005,211.51811999999995,1105.721,1207.9227999999998
7.3523700000000005,0.4249,274.50460000000004,181.65648999999993
0.0,0.0,0.7844,0.0
0.0,0.0,0.0,0.0
76.46726000000001,39.575599999999994,69.43607999999999,147.13759000000007
0.0,0.0,0.0,3.0701
279.27401000000003,61.48010000000001,1471.4919999999997,1480.2169999999996
196.74826999999993,28.4735,1151.7927999999993,1111.1635099999994
147.15673000000007,25.0478,964.4171000000001,920.3283199999997
278.40945999999997,60.249799999999986,1364.9774,1362.4498999999998
2.40679,0.0,133.54647999999995,48.4278
2.40675,0.0,105.93157999999998,48.438059999999986
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.8460699999999988,0.0,46.180700000000016,15.305399999999999
153.50017000000005,191.56150000000002,183.9916,223.49573
166.44681000000008,78.70650000000002,553.0004999999996,467.3883999999998
7.978219999999999,0.0,195.48375000000001,100.52735999999999
0.012209999999999999,0.0,14.723799999999995,3.9046299999999996
61.60898,29.2819,738.0332000000001,565.753
0.0,0.0,0.0,0.0
0.0,0.0,16.131600000000002,5.2246
29.17728999999999,12.900909999999998,1009.4387999999996,828.3505000000001
7.95072,1.0857999999999999,208.3106,186.13199999999998
0.8324399999999998,0.5546,144.17819999999998,116.50671999999996
7.95045,1.0859,219.5473,192.6011
