Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum
82.14854000000001,53.44706000000001,140.83330000000004,93.05157999999999,0.0,0.0,0.0,0.0,21.974899999999998,14.575060000000004,6.197620000000001,5.48543
106.94237999999996,195.48933999999986,1425.8332099999996,659.7401000000004,81679.7,69632.58999999995,9793.084800000002,21315.18545,14254.3705,13926.862500000001,18727.30940000001,16597.2695
36.370760000000004,41.14615,1398.0226100000004,547.1318,64855.46500000001,51853.715000000004,26522.560929999996,23679.549399999993,6819.7576,6055.3181,118716.23900000002,82061.506
19.641419999999997,24.14019,10.685520000000004,57.97945000000001,4492.2599,2556.9487,35.95059,41.24414000000001,4740.72,5054.747999999999,5431.228999999999,5324.945999999998
197.81365999999997,408.74772,2375.172100000001,1632.53541,89157.09240000001,67464.70790000001,8488.559179999997,21137.906199999998,71777.44800000002,74133.57600000002,111499.432,101286.12999999999
5.826749999999999,14.591420000000001,8.580350000000003,17.44645,2579.4907599999997,1505.7039999999997,17.757360000000002,30.1973,7090.7806199999995,7225.943739999999,15214.638,12989.98
0.0,0.0,0.0,0.0,22.180100000000003,51.44807,120.20371999999995,85.81319,13.904609999999998,10.739069999999998,10.178549999999996,6.14426
92.81693,312.0839700000001,523.5967499999997,385.19529999999986,100.54824,113.94521,56.822799999999994,34.7931,180.03034000000002,170.91273999999999,310.29537999999997,233.10275000000004
159.25670000000002,388.9349699999999,671.4184999999999,489.8268000000002,2.53283,1.58258,10.003269999999999,5.5493999999999994,23.209649999999996,46.38555999999999,57.059279999999994,49.28405
1.04392,0.50692,1.3037100000000001,23.598340000000007,103.08058,116.78145999999992,63.445599999999985,55.45178,158.07424999999998,140.899,261.7155,197.90681999999998
0.0,0.0,0.0,0.0,10.97142000000001,13.06335,30.435369999999995,44.988,0.0,0.0,0.0,0.00172
0.0,0.0,0.0,0.0,8.09528,7.597709999999997,39.81822,32.80929999999999,0.0,0.3567,1.9758299999999993,3.9756499999999986
0.0,0.0,0.0,0.0,0.0,0.0,5.42862,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.2024299999999997,2.2394,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5623999999999999,3.2942,0.0,0.0,6.1421,0.0,0.0,0.0,0.0,0.0
1215.667,1961.9329999999998,2312.8339999999994,2514.4541000000004,0.7446400000000001,0.0,5.72868,0.6897,73.06640000000002,41.490500000000004,139.95139999999998,107.52869999999997
0.0,0.0,2.8898,0.0,19.316540000000003,76.45212,1019.2695,712.3712000000002,3.18485,0.0,0.0,0.0
0.0,0.0,1.8622199999999998,0.0,2.64111,9.327200000000001,39.98017000000003,5.91,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.843890000000005,74.56259,1807.8049999999998,1347.2135000000003,0.0,0.0,0.0,0.0,0.0,1.16737,0.0,0.0
0.0,0.0,0.0,0.0,53.58940000000001,325.44645,1247.1962999999996,1241.1430000000005,261.1293999999999,350.2955499999999,387.55762,448.7850499999999
0.0,0.0,0.0,0.0,59.02570000000001,130.74849,414.9687299999998,353.42490000000026,0.0,0.0,0.66256,0.0
0.0,0.0,0.0,0.0,17.14986,26.22671000000001,69.95446999999996,32.455099999999995,45.35038999999999,67.77516,30.009990000000002,44.80929
0.36060000000000003,0.47351,71.50000000000001,18.754699999999996,0.0,0.0,10.9652,0.0,1.8162200000000002,1.4567,0.5286600000000001,0.47894999999999993
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.127229999999999,16.2811,60.35841000000001,52.675799999999995,0.0,0.0,0.0,0.0,0.6327,0.0,0.40614000000000006,0.3296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.40457,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.4190300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.46409999999999,384.27828999999997,400.0338999999999,529.2741800000002,0.0,0.0,0.0,0.0,42.0375,40.821799999999996,0.7478700000000001,0.8909499999999999
0.0,0.0,0.0,0.0,1.56708,12.036410000000002,907.2280000000001,847.0027,0.0,0.0,0.0,0.0
1.5675599999999998,0.0,28.802630000000004,3.4425999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.68719999999996,144.00631,1191.530600000001,1019.7628000000001,0.10969000000000001,0.0,0.0,0.0,0.09592999999999999,0.0,0.0,0.206
11.3437,34.18017999999999,228.88700000000003,231.2578000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2136,9.173059999999998,25.16710999999999,23.68048999999999,21.7391,167.34265000000002,1770.5912,1744.8899000000004,2.91233,2.90056,2.02514,5.28735
286.1379,396.9960599999998,541.5477900000002,313.8853000000002,0.0,0.0,0.0,0.0,3.4634,9.0974,14.712679999999995,20.99145
0.0,0.0,3.7103799999999993,1.1513999999999998,40.49074000000001,60.069720000000004,303.21216999999984,120.6427,0.0,0.0,0.0,0.0
1.7004799999999998,0.0,1.6870199999999997,0.46740000000000004,18.795580000000005,37.05334000000001,61.22759999999997,43.59027999999995,0.0,0.0,0.0,0.0
