PearsonR,PValue,Sample
0.19661051826295217,3.07666205105862e-141,K562.stranded.ENCFF040DXX.ENCFF777EAJ
0.20937560967541494,2.5116494941292732e-160,K562.stranded.ENCFF006DQI.ENCFF964BAP
0.18980508702750157,1.3680696340164698e-131,K562.stranded.ENCFF097ASF.ENCFF528VFJ
0.20778349458100237,7.108973199526764e-158,K562.stranded.ENCFF336COA.ENCFF829PNJ
